"y","d","h","acru774","acru736","pita165","pita152","litu658","litu656","acru904","acru915","pita3969","pita2493","qual747","qual765"
2011,266,9,24.394,0.73762,0.14303,0.35171,0.79543,0.015492,0.27781,4.3296,0.71584,0.11758,0.74286,0.64291
2011,267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,10,2.2266,NA,0.21084,0.014447,0.51789,NA,0.6769,0.74341,0.72448,0.010032,1.0773,0.44852
2011,267,11,8.7654,NA,0.85234,NA,2.8984,NA,0.72021,1.9764,1.4302,1.3635,6.0915,0.68932
2011,267,12,2.0597,NA,0.028003,NA,0.25977,NA,1.4375,0.033482,0.1408,0.53659,1.9643,0.6608
2011,267,13,6.1784,NA,NA,NA,NA,NA,0.6217,6.2142,0.071074,0.41927,0.80414,0.28819
2011,267,14,5.8052,NA,NA,NA,0.092946,NA,1.4232,3.359,0.11699,0.41951,0.70404,0.53221
2011,267,15,3.5154,NA,0.25525,NA,4.5347,NA,1.5308,4.5009,1.6659,0.99133,3.1431,2.7174
2011,267,16,8.9749,0.53996,6.8128,6.257,11.187,NA,2.7846,7.9109,10.981,14.489,12.987,7.4374
2011,267,17,12.559,1.8307,8.5184,7.2232,5.7877,NA,1.7272,5.6085,10.23,13.524,11.861,4.6614
2011,267,18,4.4837,0.89059,2.991,2.4484,1.1947,NA,0.88233,2.0431,3.9594,4.7229,4.5971,1.1535
2011,267,19,1.4491,0.10697,0.67292,0.46123,0.29932,NA,0.22251,0.43395,0.73394,0.81329,0.87466,0.21402
2011,267,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,267,7,0.1239,NA,0.058427,0.57946,0.14518,NA,0.11135,0.39318,0.17658,0.3012,0.097112,0.28506
2011,267,8,0.14767,NA,0.18619,0.19633,0.16672,NA,0.39807,0.33921,0.27321,0.46602,0.028655,0.55243
2011,267,9,0.1059,NA,0.17013,NA,0.26234,NA,0.56363,0.26935,0.51528,0.054585,0.026457,0.43219
2011,268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,10,2.7757,NA,0.023772,NA,1.9009,NA,0.36204,0.2604,0.84458,0.78563,8.8403,1.4283
2011,268,11,14.619,1.935,4.2166,3.473,7.1729,NA,2.4504,6.1514,6.9272,9.7913,6.7373,5.8667
2011,268,12,24.34,6.5254,8.9553,7.7634,10.786,NA,4.9945,14.385,11.925,16.395,10.407,9.3706
2011,268,13,38.699,15.149,15.922,16.062,15.201,3.0755,12.05,28.387,18.987,27.918,7.253,13.234
2011,268,14,30.067,14.782,18.129,17.053,13.548,2.2742,10.818,31.24,21.738,31.154,18.591,13.192
2011,268,15,28.159,13.952,17.43,16.355,12.379,2.5337,9.73,26.616,20.587,30.519,9.0405,13.435
2011,268,16,23.615,11.704,15.491,14.695,10.483,1.1126,6.7443,21.083,19.73,27.867,13.436,11.726
2011,268,17,14.718,7.0362,11.09,10.432,7.0862,NA,2.355,10.008,14.081,19.477,9.2988,7.397
2011,268,18,5.9394,3.1923,6.3938,5.2836,2.9713,NA,0.68144,3.6573,7.6693,10.967,4.1407,3.7372
2011,268,19,1.0297,0.79204,1.4694,1.373,0.70979,0.65976,0.01003,1.1673,2.0817,2.7789,2.0916,1.085
2011,268,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,268,6,0.069261,0.10661,0.0051215,0.073212,0.052271,0.79028,0.0012533,0.074836,0.86188,1.4701,3.0525,1.658
2011,268,7,0.064186,0.23145,0.012013,0.25939,0.086696,0.91965,0.0029398,0.056732,0.77574,1.3232,1.9955,2.2893
2011,268,8,0.014019,0.11129,0.019781,0.40647,NA,0.37015,0.0048407,0.45562,0.59511,1.0151,0.32728,1.968
2011,268,9,NA,NA,NA,NA,NA,NA,3.7383,0.18739,3.6382,6.2056,9.8316,0.35607
2011,269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,10,10.41,0.28975,NA,NA,3.2044,NA,1.6998,0.78641,0.90026,0.15169,1.3285,1.2873
2011,269,11,42.837,7.9433,7.7594,5.3097,13.581,1.8735,8.7885,2.8963,11.084,13.097,7.1231,6.7348
2011,269,12,46.093,17.517,16.167,17.761,17.081,2.63,13.354,18.27,21.033,26.968,13.061,12.645
2011,269,13,41.69,18.49,19.507,18.457,16.119,2.4065,14.025,33.261,25.968,32.342,16.149,14.425
2011,269,14,32.205,17.314,18.557,15.746,14.116,2.5077,11.932,31.919,24.328,32.225,14.114,14.151
2011,269,15,30.885,16.42,18.257,15.991,12.871,1.6374,9.7547,27.055,24.402,30.795,12.2,13.645
2011,269,16,25.349,13.269,16.307,14.216,11.488,1.0369,7.8054,21.937,22.232,29.858,10.008,12.041
2011,269,17,20.919,10.724,14.729,11.745,10.563,0.84063,6.0237,18.181,19.547,28.083,8.3454,11.024
2011,269,18,10.862,5.8764,10.161,7.8864,6.0129,NA,2.187,7.0653,12.813,18.509,4.7055,5.9228
2011,269,19,2.4063,1.1615,2.6074,1.7744,1.1146,NA,0.25344,1.1001,3.3753,4.9685,1.6144,1.8972
2011,269,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,269,6,NA,0.0077005,0.31535,0.36048,0.31496,0.43719,0.74039,0.86054,0.72055,1.229,1.9773,0.040449
2011,269,7,NA,NA,1.0622,1.1948,1.4527,1.3092,0.013842,0.0036508,0.10791,0.18407,0.059348,0.28834
2011,269,8,NA,0.029701,0.84208,1.5941,1.3695,0.72465,0.17665,0.27674,0.23172,0.39525,0.12744,0.47222
2011,269,9,0.15365,0.12776,0.082555,NA,0.26984,0.4383,0.41442,0.7066,0.96414,1.6445,4.2311,0.84479
2011,270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,10,14.497,2.5312,4.4963,1.9672,7.1254,NA,2.0055,4.4613,3.241,4.6512,6.0612,6.0584
2011,270,11,28.831,9.3289,7.3682,7.0932,10.836,0.89272,5.4936,11.617,10.402,13.389,9.2735,8.8835
2011,270,12,42.409,18.031,13.385,14.049,16.464,3.541,11.986,19.871,17.925,23.844,10.271,13.196
2011,270,13,41.777,22.586,19.057,17.992,17.914,4.3733,15.646,32.544,24.461,32.168,14.737,16.604
2011,270,14,34.108,20.413,19.734,17.564,16.681,4.2039,13.725,30.707,23.175,33.746,14.618,15.833
2011,270,15,33.011,19.354,18.32,17.655,15.173,4.1788,13.724,28.033,22.293,34.552,11.429,14.998
2011,270,16,32.329,17.619,17.885,16.098,13.153,2.916,10.473,25.664,21.619,32.429,8.9554,13.257
2011,270,17,24.996,12.645,15.114,11.589,10.56,2.5491,7.564,19.017,18.26,26.471,6.5234,10.857
2011,270,18,12.05,6.2586,9.8282,7.0289,6.4216,0.082332,4.1253,7.9953,11.335,17.674,4.1328,6.2684
2011,270,19,2.4158,1.4709,2.263,1.5394,1.296,NA,1.0587,1.1771,3.7536,5.0419,1.6482,1.6814
2011,270,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,270,6,NA,0.01047,0.029519,NA,0.14037,0.029063,0.2115,0.092828,0.43377,0.73988,0.23855,1.0032
2011,270,7,NA,0.0092283,NA,NA,0.40646,0.017947,0.80897,0.12318,0.7873,1.3429,2.054,0.15058
2011,270,8,NA,NA,0.060931,NA,0.25713,0.021846,0.44951,0.048542,0.11888,0.20277,0.0043226,0.045494
2011,270,9,0.73467,0.038882,NA,NA,0.40209,NA,0.19736,0.00079378,0.38064,0.64925,0.88622,0.61352
2011,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,10,9.6336,NA,1.4394,0.74512,3.0838,NA,2.5316,0.25031,2.28,1.4965,3.137,1.105
2011,271,11,41.795,5.095,9.263,8.0061,12.175,2.307,7.8645,2.3192,13.234,13.997,9.3872,6.2281
2011,271,12,51.746,15.755,17.202,18.761,16.056,1.6103,12.72,17.795,22.338,27.498,13.992,12.121
2011,271,13,41.674,17.946,21.143,21.265,16.946,2.0156,14.809,29.808,26.962,33.157,14.9,16.443
2011,271,14,39.358,18.134,21.843,20.325,16.672,3.0532,14.474,31.027,27.73,37.291,13.396,16.13
2011,271,15,35.783,15.335,20.635,17.271,14.966,3.865,12.64,25.905,27.088,39.799,9.7708,15.994
2011,271,16,30.695,13.418,19.876,16.031,13.816,3.446,10.086,25.272,24.895,35.417,8.1848,15.368
2011,271,17,21.198,8.4224,16.495,14.158,11.444,3.327,6.7014,19.733,20.022,28.83,6.8745,13.326
2011,271,18,10.693,3.5325,10.688,8.1811,6.1575,NA,2.3996,7.9536,13.249,19.053,3.1633,7.197
2011,271,19,2.5275,0.45831,2.9376,2.671,1.3095,NA,1.1547,1.4639,4.1219,6.0648,1.57,2.4771
2011,271,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,271,7,NA,0.00067583,0.18125,0.048903,0.16187,0.036828,0.031214,0.27546,0.23065,0.39343,0.23862,0.69899
2011,271,8,NA,0.0015853,0.21341,NA,0.37968,0.0083137,0.33292,0.013404,0.44584,0.085704,0.32193,1.1903
2011,271,9,0.46653,NA,NA,NA,NA,NA,0.1917,0.28705,0.29977,0.41258,0.40769,1.6007
2011,272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,10,29.11,5.7385,9.1278,7.7428,11.719,0.24896,8.0402,2.1584,14.026,13.755,9.1696,5.2112
2011,272,11,65.738,21.175,18.126,9.096,16.837,1.5593,16.863,17.236,24.485,30.672,15.561,13.147
2011,272,12,63.758,23.935,20.959,19.699,17.153,3.1358,19.169,31.391,29.763,37.73,16.851,16.01
2011,272,13,54.681,24.136,21.181,17.486,15.534,3.1906,20.647,42.728,31.1,41.093,14.764,19.772
2011,272,14,49.214,23.368,22.029,16.972,14.283,2.8975,19.791,38.6,30.825,41.842,13.263,18.44
2011,272,15,48.637,20.688,19.999,15.446,13.164,2.0825,18.89,32.704,29.612,47.082,10.84,17.723
2011,272,16,42.125,15.755,18.681,13.896,11.296,3.474,13.842,30.992,26.694,37.52,9.2711,15.963
2011,272,17,31.239,10.749,16.651,13.174,9.7674,4.0728,10.233,21.422,21.27,27.962,7.6253,12.097
2011,272,18,18.518,5.5938,10.019,6.1823,4.9868,0.5386,4.4565,8.8369,15.099,16.866,3.6361,6.2785
2011,272,19,5.5773,1.607,2.8385,1.6522,0.82835,NA,1.3901,2.1065,4.96,5.0026,2.3382,1.5771
2011,272,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,272,7,NA,NA,0.032233,0.069003,0.94702,0.83432,0.11736,0.03817,0.13992,0.015911,0.50969,0.1683
2011,272,8,NA,NA,0.033328,NA,NA,0.58663,0.2244,0.079679,0.51703,0.88189,1.3816,0.64479
2011,272,9,0.38753,NA,0.59366,NA,3.2005,NA,0.56742,0.18056,1.6963,0.5615,2.8571,0.97516
2011,273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,10,37.568,10.407,11.092,9.432,10.818,NA,10.225,6.9561,19.788,19.311,9.1027,11.352
2011,273,11,66.439,23.689,16.95,7.9546,13.354,0.066296,17.256,17.924,28.991,32.36,11.975,17.55
2011,273,12,53.992,24.911,17.706,23.178,12.844,0.46574,19.605,29.637,31.813,34.931,12.766,21.235
2011,273,13,45.147,23.803,18.213,16.722,12.371,0.63058,20.597,36.321,32.504,37.583,13.55,24.061
2011,273,14,40.196,21.804,18.108,12.623,11.833,1.19,18.721,35.71,33.582,40.247,26.612,22.275
2011,273,15,29.864,16.848,15.248,10.307,8.7867,0.80968,15.251,24.105,28.066,39.464,20.227,15.296
2011,273,16,15.068,10.366,10.808,7.5368,5.3855,0.5706,8.2519,13.561,19.623,27.367,13.775,10.644
2011,273,17,7.3144,5.9916,6.6458,6.3925,4.0956,0.96062,4.2812,7.4705,11.615,15.236,7.7369,5.8285
2011,273,18,6.5153,8.3959,5.5944,5.4328,3.2381,0.83683,2.6345,5.0085,10.104,11.627,5.6852,5.0836
2011,273,19,1.0714,1.0134,2.3017,0.78038,0.79407,NA,0.1804,0.5299,3.4709,3.3837,2.4785,0.58297
2011,273,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,273,6,NA,NA,0.17448,NA,0.11792,0.071369,0.087811,0.12216,0.085459,0.049127,0.068475,0.23885
2011,273,7,NA,NA,0.3244,NA,0.14916,0.20015,0.30189,0.35088,0.2938,0.50113,0.33672,0.48599
2011,273,8,NA,NA,NA,NA,0.027674,0.71566,0.50568,0.58774,0.56699,0.70988,0.90223,0.50674
2011,273,9,1.0326,NA,3.02,3.0093,5.6385,NA,1.0891,0.87388,9.0342,6.6255,5.6074,3.7756
2011,274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,10,38.644,11.242,7.9738,13.168,9.4194,2.3297,4.75,3.97,7.3872,9.7013,5.2711,9.6277
2011,274,11,71.717,24.63,11.417,14.117,10.873,4.4393,8.6448,9.5139,13.744,19.77,7.9642,14.526
2011,274,12,65.067,25.871,15.103,23.724,10.83,4.9462,11.071,16.163,18.973,26.766,8.6747,15.643
2011,274,13,56.248,24.218,16.986,21.068,9.7872,3.3317,10.476,22.435,22.064,29.51,8.9978,16.741
2011,274,14,49.026,23.789,18.114,18.053,9.582,3.7578,10.685,22.762,20.89,33.515,8.4341,14.722
2011,274,15,50.779,21.193,16.346,17.743,8.6552,2.2812,9.9687,19.616,19.361,35.453,8.0774,14.37
2011,274,16,30.797,16.083,14.211,15.842,7.0953,3.1215,6.3346,16.683,16.399,32.243,6.4605,11.431
2011,274,17,24.067,13.403,11.938,13.045,5.9389,2.2748,4.5494,13.729,13.339,23.386,5.0741,7.9002
2011,274,18,11.165,6.9575,6.8156,5.8518,3.3806,1.7622,1.781,5.2806,8.0666,13.068,3.4836,4.0146
2011,274,19,3.0351,1.9383,2.0148,2.6099,0.55733,0.37347,0.22993,0.8471,2.7153,3.9423,1.847,0.3185
2011,274,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,274,6,NA,NA,0.11789,0.10314,0.14928,0.91914,0.20484,0.024984,0.18667,0.31841,0.56261,0.16727
2011,274,7,NA,NA,0.1624,NA,NA,1.0962,0.14397,0.44207,0.37016,0.63137,1.4532,0.33196
2011,274,8,NA,NA,0.1877,NA,0.76049,0.29385,0.39639,1.077,0.90184,1.5383,1.1793,2.2958
2011,274,9,8.3412,1.2697,2.7609,9.2703,7.2779,1.4142,0.69034,1.8206,1.8067,1.4751,3.9055,7.1377
2011,275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,10,28.748,11.764,5.5182,12.512,10.896,2.2547,5.6554,7.8636,4.0626,7.0745,8.1137,11.048
2011,275,11,48.252,20.347,9.3836,15.132,10.828,4.0151,8.3932,14.136,8.8016,15.477,8.8047,11.224
2011,275,12,54.466,22.154,12.33,20.968,11.369,5.0034,10.239,19.441,13.651,23.676,9.9188,12.269
2011,275,13,46.925,20.28,14.677,21.779,11.83,5.5247,11.922,22.198,16.924,27.309,10.087,13.523
2011,275,14,45.78,20.686,16.376,20.089,12.868,7.0481,13.686,22.368,19.602,34.028,10.607,14.282
2011,275,15,42.879,19.931,16.164,18.534,11.931,5.7257,13.652,21.617,20.624,41.105,10.169,14.296
2011,275,16,27.96,15.466,15.206,17.539,10.887,4.3286,10.426,21.047,18.302,38.23,9.5036,12.383
2011,275,17,20.276,10.44,12.663,13.541,9.4966,2.7019,7.6916,15.516,15.255,28.414,6.5669,10.597
2011,275,18,10.512,5.6406,7.7657,5.8225,5.8791,0.22046,4.0421,7.6643,8.8901,14.581,4.8465,5.805
2011,275,19,2.6957,1.7575,2.5348,2.6906,1.3524,NA,0.92958,1.9142,2.8667,4.0564,2.1654,1.8958
2011,275,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,275,6,NA,NA,0.048889,NA,NA,0.51882,0.14854,0.18696,0.27152,0.092884,0.18498,1.7813
2011,275,7,0.21464,NA,NA,NA,NA,1.7849,0.54403,0.87561,1.0526,0.15742,1.9023,5.4898
2011,275,8,0.67415,NA,NA,NA,1.3915,0.72279,1.1569,0.84378,1.3989,2.3862,1.5302,3.5974
2011,275,9,6.1464,2.16,3.5931,4.2782,6.7719,1.4698,1.381,2.4639,0.80008,0.49243,5.1076,8.216
2011,276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,10,31.192,9.3643,4.976,3.6878,7.437,0.67129,6.2715,3.3372,5.2596,4.6002,7.0548,7.0278
2011,276,11,66.313,23.033,9.198,5.0473,9.1968,1.8273,11.597,8.7894,12.714,14.921,9.5516,11.052
2011,276,12,61.8,26.424,11.613,10.685,11.128,2.8339,14.993,13.849,20.302,24.87,10.811,12.777
2011,276,13,46.1,21.961,14.04,12.802,11.138,2.9596,16.078,20.304,24.204,30.983,11.436,14.222
2011,276,14,38.999,21.454,14.878,10.487,11.049,3.3087,15.889,26.697,24.758,34.067,11.893,13.488
2011,276,15,34.384,17.784,13.856,9.328,10.282,2.5712,13.162,24.402,21.984,35.521,10.48,12.374
2011,276,16,24.023,14.671,13.498,9.1969,9.1823,2.7505,10.833,19.588,20.29,33.17,8.871,11.107
2011,276,17,16.621,10.277,11.804,8.4959,8.2117,2.732,7.8314,13.852,16.545,25.268,7.2547,8.6205
2011,276,18,7.2046,5.0931,6.8289,4.9091,4.7281,2.2182,3.8062,5.9618,9.0169,12.971,4.1862,4.4856
2011,276,19,1.5121,1.4951,1.7804,2.8624,1.1298,0.19159,1.065,1.5528,2.2372,3.0961,1.5812,0.71029
2011,276,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,276,6,0.17416,NA,0.118,NA,0.032238,0.39689,0.33658,0.21977,0.18402,0.31388,0.049014,0.30843
2011,276,7,0.48168,NA,0.2768,NA,0.075619,0.76708,0.21826,0.18067,0.15128,0.25804,0.10744,0.30973
2011,276,8,0.68557,NA,0.31456,NA,0.30648,0.49537,0.59232,0.24971,0.55928,0.95397,0.95949,0.79738
2011,276,9,5.0513,0.22481,2.1482,1.7093,3.8828,NA,0.8141,0.565,0.62848,1.7118,3.3538,2.9355
2011,277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,10,37.336,7.4557,4.8198,5.0299,9.8772,1.1745,5.7334,3.2252,5.7915,3.17,6.2095,6.4759
2011,277,11,53.81,24.471,9.8749,6.0231,11.058,2.6374,11.425,8.8833,13.321,13.947,8.6614,10.073
2011,277,12,45.794,26.617,13.373,12.809,13.333,3.5145,15.276,16.857,22.187,24.918,10.196,11.232
2011,277,13,40.017,23.373,15.731,15.409,13.282,3.4013,16.777,26.6,26.252,32.071,11.768,14.248
2011,277,14,31.595,23.749,15.434,10.867,13.092,3.3169,16.369,29.74,27.098,35.113,11.281,14.584
2011,277,15,24.334,21.379,15.212,10.818,12.744,2.8427,14.739,24.628,25.283,45.082,10.587,13.203
2011,277,16,16.247,16.344,13.829,10.299,10.752,2.2131,11.449,23.331,21.42,35.258,9.8789,11.958
2011,277,17,11.291,9.4681,11.052,6.0445,8.9943,1.6572,7.0631,15.288,16.513,20.876,6.787,9.2065
2011,277,18,5.5063,4.3988,6.6041,5.5942,4.6403,0.71109,3.5931,6.1821,8.9388,10.036,4.7829,4.7548
2011,277,19,1.6319,1.4924,1.8562,1.7584,0.9818,NA,0.79243,1.7695,2.7035,2.3394,1.6119,1.6364
2011,277,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,277,6,1.3315,NA,0.1704,0.0011124,0.018687,1.1205,0.18224,0.5342,0.12785,0.21808,0.43028,0.081463
2011,277,7,3.1975,NA,NA,0.4935,0.23262,0.24156,0.29424,1.1133,0.60956,1.0397,1.2984,0.96773
