"y","d","h","acru774","acru736","pita165","pita152","litu658","litu656","acru904","acru915","pita3969","pita2493","qual747","qual765"
2010,180,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,180,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,10,2.9032,1.3374,0.78635,6.7581,8.1716,9.7376,2.0472,3.5331,4.6339,6.279,3.4967,1.1503
2010,181,11,13.898,10.705,2.151,9.8869,12.979,8.3094,5.3742,14.241,6.794,9.5559,4.3443,3.0814
2010,181,12,19.93,15.531,2.7174,10.205,12.648,10.016,6.4859,18.46,7.2168,10.531,3.9906,3.8693
2010,181,13,22.842,17.129,2.9448,10.047,12.91,10.623,8.7372,23.492,7.497,11.094,4.7121,4.7222
2010,181,14,23.914,18.274,3.8034,10.397,13.196,10.919,10.098,28.462,7.8282,11.948,4.6221,5.4903
2010,181,15,29.837,22.631,4.9993,12.028,15.375,13.159,13.693,35.401,9.6562,14.703,5.708,7.1342
2010,181,16,28.331,21.84,5.2838,11.144,15.01,13.176,13.192,35.238,9.8589,14.592,5.2286,7.2718
2010,181,17,30.276,23.173,6.7508,12.383,16.078,13.807,14.114,35.685,11.264,16.589,5.4236,7.6257
2010,181,18,24.565,17.537,5.5083,10.681,14.478,12.281,11.637,31.499,9.9732,14.756,4.346,7.2772
2010,181,19,16.602,10.123,5.0247,9.5849,11.652,9.9922,8.2083,19.849,8.8037,13.117,3.3645,5.7336
2010,181,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,20,3.6986,1.5995,1.6899,3.9345,2.773,2.8942,2.0336,4.4742,3.6585,4.8187,0.70827,1.6206
2010,181,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,181,5,0.20706,NA,0.0076676,NA,0.42889,0.085446,0.078124,0.090801,0.076031,0.12594,0.13577,0.074136
2010,181,6,0.50049,NA,NA,NA,1.1797,0.39813,0.30448,0.14348,0.12014,0.14685,0.095263,0.13086
2010,181,7,0.69391,NA,NA,NA,0.95158,0.53928,0.89393,0.028087,0.31293,0.53376,0.16959,0.25491
2010,181,8,0.44874,NA,NA,NA,NA,0.11465,0.77859,0.099655,0.38367,0.65442,0.54531,0.16839
2010,181,9,0.071541,NA,0.0080592,2.2092,6.3153,3.1165,0.97403,0.24605,1.8619,2.4614,1.8956,0.59279
2010,182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,10,40.665,34.146,5.6934,15.807,21.374,16.991,15.201,45.228,12.179,14.216,9.2614,7.7667
2010,182,11,53.897,42.651,10.593,22.377,25.808,22.295,19.022,51.523,16.89,21.614,5.5513,8.9619
2010,182,12,64.085,50.541,14.325,25.705,28.488,28.04,22.591,54.17,21.07,27.497,5.8478,10.615
2010,182,13,71.8,54.614,15.882,26.971,26.38,31.033,27.043,58.583,22.841,31.43,5.7871,12.826
2010,182,14,61.775,48.913,15.184,25.363,22.809,27.681,25.362,54.185,21.922,30.67,10.169,12.408
2010,182,15,60.229,47.481,15.025,24.775,23.987,28.832,25.711,50.899,20.462,29.266,9.8062,13.565
2010,182,16,50.871,39.925,13.808,23.363,22.459,26.343,23.54,47.565,17.921,26.518,9.2484,13.324
2010,182,17,34.853,28.377,10.992,21.226,20.474,23.994,20.006,43.498,15.448,22.317,8.4971,12.162
2010,182,18,23.881,19.847,8.3514,17.126,17.093,18.733,14.44,26.833,13.081,17.978,6.2721,10.355
2010,182,19,12.587,9.5255,4.54,11.537,12.125,11.795,7.7673,13.466,7.9429,11.937,3.8544,6.1971
2010,182,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,20,3.2586,2.3795,1.1258,4.5158,4.1382,3.5275,2.0467,4.1614,2.9839,4.7027,0.82662,1.7679
2010,182,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,182,5,0.067688,0.0645,NA,NA,0.14832,0.56967,0.23922,0.095812,0.080226,0.13684,0.064818,0.018633
2010,182,6,NA,0.061959,NA,NA,0.58316,0.84908,0.23192,0.10522,0.088104,0.15028,0.11821,0.0042219
2010,182,7,NA,0.071245,NA,NA,NA,1.137,0.47893,0.55665,0.4661,0.79502,0.79723,0.18047
2010,182,8,1.6319,0.74848,NA,1.5122,2.9159,1.8252,1.392,4.4642,0.2,2.5449,2.9109,0.87852
2010,182,9,24.509,18.626,1.6277,9.1301,14.99,9.7902,8.8939,30.627,5.822,6.0033,6.4649,4.9769
2010,183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,10,90.256,74.343,11.31,21.896,27.045,27.145,28.541,62.026,15.39,21.996,9.7645,13.304
2010,183,11,93.966,80.366,14.433,24.838,28.185,34.647,33.017,65.88,18.35,28.253,4.5781,16.887
2010,183,12,89.107,72.797,15.186,25.373,27.179,36.37,34.607,66.331,20.362,29.427,4.9607,18.638
2010,183,13,81.074,63.767,15.234,25.4,27.688,35.917,33.931,66.67,21.202,31.282,4.8947,18.599
2010,183,14,71.278,57.129,15.027,24.623,26.634,33.878,32.801,60.047,21.051,32.078,10.76,18.519
2010,183,15,60.502,52.405,14.657,23.502,22.812,30.694,29.686,53.051,18.57,29.011,10.103,17.533
2010,183,16,46.951,41.092,13.344,22.011,20.722,27.424,26.071,48.513,16.213,24.609,9.4178,16.272
2010,183,17,34.586,31.756,10.852,19.583,18.12,24.399,22.118,43.353,14.3,20.431,7.9415,14.337
2010,183,18,23.894,23.79,7.8577,15.867,14.806,18.878,15.645,27.371,10.894,15.796,5.7963,11.346
2010,183,19,14.044,12.966,4.6771,10.338,10.292,10.675,8.7817,14.341,7.4298,10.454,4.1059,7.0588
2010,183,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,20,4.0347,3.5016,1.3444,4.1744,6.8288,2.8444,2.5453,4.6869,2.812,4.1656,1.4088,2.1322
2010,183,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,183,5,NA,NA,NA,NA,0.29539,0.086719,0.26033,0.30258,0.25335,0.23258,0.52878,0.16005
2010,183,6,NA,NA,NA,NA,0.93444,0.56303,0.56114,0.6522,0.54611,0.9315,0.78314,0.31992
2010,183,7,NA,NA,NA,0.65524,1.7925,0.14725,0.1168,0.13576,0.11367,0.19389,0.22837,0.053974
2010,183,8,2.7877,0.77528,1.7734,6.6288,11.9,4.3785,2.587,1.3544,5.104,4.2629,1.6209,1.2515
2010,183,9,45.459,32.102,6.3745,14.638,20.329,14.273,16.405,38.328,10.902,12.673,6.0191,7.9371
2010,184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,10,91.128,74.409,8.7986,19.545,24.194,25.045,26.355,61.464,11.342,19.012,8.987,11.047
2010,184,11,95.868,81.524,12.163,22.942,26.623,34.429,33.914,65.142,14.553,25.704,10.791,15.5
2010,184,12,90.305,73.135,14.363,25.32,27.677,36.355,34.379,71.367,18.178,29.2,4.913,18.012
2010,184,13,80.36,63.297,14.597,25.042,27.436,34.983,33.624,69.439,17.616,29.664,4.8484,18.273
2010,184,14,69.882,55.025,14.53,24.069,25.527,32.983,33.865,62.987,16.963,29.012,10.83,18.562
2010,184,15,60.348,53.681,14.291,23.281,23.355,30.853,31.851,56.127,16.161,27.005,10.558,17.65
2010,184,16,49.128,42.565,12.786,22.119,21.455,27.604,27.639,51.425,15.55,23.76,9.278,16.368
2010,184,17,38.932,33.984,10.824,19.93,19.343,25.584,24.159,46.375,14.029,20.277,7.679,14.881
2010,184,18,27.927,26.059,8.5621,16.369,14.984,19.813,17.35,29.939,10.202,15.991,6.4823,11.554
2010,184,19,14.681,13.08,4.9139,11.009,9.8966,10.562,9.5641,16.007,6.7775,10.696,4.3338,7.2896
2010,184,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,20,4.7066,3.2493,1.3334,4.2465,6.5485,2.6929,2.456,4.973,2.9099,4.3273,0.77814,2.0024
2010,184,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,184,5,NA,NA,NA,NA,1.2534,0.035787,0.10846,0.12606,0.10555,0.18004,0.048807,0.1644
2010,184,6,0.085227,NA,NA,NA,2.5224,0.27902,0.23245,0.27017,0.22622,0.38587,0.065522,0.463
2010,184,7,0.60438,NA,NA,NA,0.61611,1.3944,0.14147,0.081935,0.021634,0.23754,0.076586,0.36684
2010,184,8,0.90514,0.87741,0.66918,4.8462,8.6516,3.2273,2.0471,2.0411,3.7978,4.7834,1.5596,0.45288
2010,184,9,41.773,34.093,5.1007,13.984,18.794,13.736,13.871,37.612,9.0399,12.997,5.6728,5.5983
2010,185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,10,91.581,77.611,10.523,22.125,25.023,28.377,25.945,57.676,11.318,19.141,8.0456,11.453
2010,185,11,94.676,80.337,12.687,24.116,26.574,34.787,29.824,57.749,11.174,22.789,4.2791,15.362
2010,185,12,90.648,74.992,14.374,24.915,26.388,36.089,31.774,61.935,12.647,25.048,4.69,17.155
2010,185,13,81.087,66.002,14.65,24.351,25.256,34.317,32.288,62.146,14.297,25.733,5.0222,17.773
2010,185,14,70.715,57.084,14.511,23.525,24.76,32.763,30.675,57.604,14.21,24.64,4.3105,18.571
2010,185,15,61.788,55.485,14.177,22.501,22.594,30.319,28.324,50.551,12.983,23.385,4.2345,17.376
2010,185,16,50.849,45.598,13.126,21.203,20.86,27.295,27.327,48.454,12.282,20.867,9.0258,15.945
2010,185,17,36.071,35.743,10.693,19.576,18.43,24.723,22.599,40.712,11.348,17.11,7.5105,13.986
2010,185,18,26.701,27.331,8.7374,15.738,14.417,19.465,16.553,27.565,8.2182,14.263,5.0661,11.237
2010,185,19,15.074,14.537,5.3175,11.141,9.3195,10.548,9.4268,14.946,6.2029,9.6163,3.0956,6.9952
2010,185,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,20,4.7486,3.5615,1.5644,4.3605,6.6513,2.9085,2.4771,4.5957,2.4281,3.8763,0.85884,2.0819
2010,185,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,185,5,NA,NA,0.024113,NA,0.65034,NA,NA,NA,NA,NA,NA,NA
2010,185,6,NA,NA,NA,NA,1.5566,0.018637,NA,NA,NA,NA,NA,NA
2010,185,7,NA,NA,NA,1.1246,1.5647,0.58837,0.13956,0.16221,0.26877,0.16292,0.074696,0.10963
2010,185,8,2.0505,1.0387,2.2717,8.4507,13.252,5.136,3.1018,3.854,5.4342,6.762,1.7825,0.86505
2010,185,9,51.089,37.99,6.8988,17.139,21.403,16.318,14.958,39.291,9.5427,13.838,5.8221,5.7668
2010,186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,10,88.856,74.125,10.321,20.831,25.355,26.824,23.709,52.185,9.2773,17.68,7.1021,9.8893
2010,186,11,94.528,79.793,12.442,22.784,26.306,34.251,29.113,55.765,9.1847,20.496,3.5129,14.594
2010,186,12,89.391,75.281,14.524,23.34,25.067,35.019,29.864,57.538,9.1397,22.761,4.3486,16.584
2010,186,13,80.01,67.244,14.636,22.541,24.772,34.024,30.539,58.532,11.127,22.11,4.0611,18.038
2010,186,14,71.3,57.786,14.514,21.81,24.344,31.779,29.593,54.061,11.403,21.445,4.5547,18.171
2010,186,15,63.296,56.1,14.22,20.703,23.642,28.632,28.519,49.51,10.813,20.238,3.8346,17.878
2010,186,16,54.599,50.037,12.85,19.183,21.537,25.879,26.494,45.991,9.3488,17.36,3.5892,16.451
2010,186,17,40.258,39.63,10.909,18.14,19.139,22.952,22.951,38.487,9.4525,15.478,6.9214,13.887
2010,186,18,30.001,32.321,9.3632,15.457,15.848,18.351,16.467,26.461,7.3428,12.095,5.2706,10.873
2010,186,19,16.763,17.693,5.6668,10.887,10.115,10.068,9.4786,14.89,5.0515,8.2839,2.8647,6.8441
2010,186,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,20,4.5585,4.4887,1.7409,3.9175,5.5352,2.5336,2.4973,4.708,1.9097,3.56,0.27246,2.0087
2010,186,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,186,5,0.22956,NA,0.00092791,NA,0.617,0.012767,0.16942,0.19691,0.16488,0.28123,0.16717,0.13308
2010,186,6,0.0070404,NA,NA,NA,0.88079,0.020215,NA,NA,NA,NA,NA,NA
2010,186,7,NA,NA,0.016379,0.57155,2.0581,0.060838,0.13995,0.16267,0.063253,0.26651,0.074906,0.10993
2010,186,8,2.7742,1.2691,2.3447,7.4501,13.544,5.1369,2.7093,2.2254,4.7596,6.4406,1.4101,0.38737
2010,186,9,52.568,40.912,6.7977,15.881,22.256,15.015,13.811,35.955,8.7548,13.383,4.9187,5.1629
2010,187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,10,85.538,70.549,10.407,21.302,26.918,25.621,22.134,49.736,8.8471,15.603,6.3207,9.5244
2010,187,11,90.697,76.072,12.291,22.923,25.749,30.865,27.233,52.122,8.9006,17.827,7.1714,13.489
2010,187,12,89.066,71.972,14.073,22.825,25.475,30.8,28.8,53.051,9.2656,18.313,3.1431,16.45
2010,187,13,81.337,65.404,14.518,22.509,25.736,30.217,28.983,53.756,10.06,17.68,3.6385,17.579
2010,187,14,73.391,55.579,14.381,21.095,24.605,28.354,28.11,49.137,10.605,17.481,3.3832,17.721
2010,187,15,63.476,54.856,13.804,19.844,22.808,26.123,26.881,45.103,10.853,16.136,2.3646,17.38
2010,187,16,55.35,50.718,12.038,18.35,20.782,24.454,24.696,40.833,9.4484,14.554,3.1314,16.045
2010,187,17,43.11,40.693,10.369,16.911,18.09,21.034,21.884,35.619,9.2108,12.442,6.5082,14.046
2010,187,18,31.805,31.327,8.5749,13.522,14.444,17.019,16.182,24.278,6.4472,10.161,4.7427,10.902
2010,187,19,18.183,17.551,5.7238,9.9403,9.3957,9.2654,9.3084,13.671,4.3685,7.4611,3.0316,6.7032
2010,187,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,20,5.5536,4.4201,2.1953,4.3843,5.572,2.4421,2.6202,4.1613,2.2456,3.5225,0.80594,2.0172
2010,187,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,187,5,NA,NA,0.001984,NA,1.0526,NA,0.086703,0.10077,0.08438,0.14393,0.078993,0.068106
2010,187,6,NA,NA,NA,NA,0.52343,NA,NA,NA,NA,NA,NA,NA
2010,187,7,NA,NA,0.17754,0.76447,3.9484,0.91216,0.18421,0.2141,0.28805,0.35495,0.059307,0.1447
2010,187,8,4.9899,2.2437,3.1191,9.0144,15.763,11.725,2.8336,3.3681,4.9574,7.4579,1.6702,0.36526
2010,187,9,57.801,44.991,7.7284,17.709,23.894,15.041,13.68,36.266,8.2195,13.109,4.6018,4.5988
2010,188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,10,86.24,72.183,11.844,23.891,25.155,26.007,23.782,50.542,8.9855,14.822,6.4747,10.482
2010,188,11,91.724,78.007,13.58,23.896,26.122,29.6,28.934,55.172,8.4534,15.086,7.3672,15.13
2010,188,12,91.586,76.331,14.845,23.32,26.313,29.154,29.206,55.118,8.57,14.704,3.0922,18.163
2010,188,13,86.413,72.065,15.041,22.481,26.122,28.767,29.494,54.568,10.185,15.604,3.0899,18.809
2010,188,14,73.616,63.567,14.82,21.709,22.486,27.809,27.768,49.324,10.952,14.529,3.2696,18.41
2010,188,15,64.28,57.283,14.465,20.702,21.827,25.907,26.804,44.126,10.759,13.971,2.9185,17.44
2010,188,16,53.349,52.131,12.613,19.169,20.306,23.08,24.16,39.976,9.7851,12.972,3.0507,15.692
2010,188,17,40.426,41.963,10.79,18.333,16.88,20.267,20.855,35.015,8.8868,11.716,5.4337,13.598
2010,188,18,29.493,32.319,9.2012,15.152,13.429,16.138,15.521,26.904,7.2361,9.6631,4.2812,10.716
2010,188,19,14.549,15.598,4.9659,10.101,6.394,8.0307,8.6009,15.316,4.1198,6.5501,2.6994,6.4379
2010,188,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,20,3.7169,3.6895,0.96522,3.7093,4.3514,1.8676,2.2625,4.4559,1.3089,2.4153,0.74453,1.7342
2010,188,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,188,5,NA,0.23936,NA,NA,0.29987,0.026287,NA,NA,NA,NA,NA,NA
2010,188,6,NA,0.51521,NA,NA,2.0743,NA,NA,NA,NA,NA,NA,NA
2010,188,7,1.8992,0.51823,0.1305,1.9357,6.7636,4.2725,0.68581,0.7971,0.57794,0.98687,0.80261,0.5387
2010,188,8,14.219,6.8869,4.1635,11.46,17.422,7.5612,5.6214,10.3,5.8808,9.0851,2.182,0.99275
2010,188,9,68.08,52.338,9.048,20.308,24.437,16.763,15.848,38.896,8.5662,12.944,4.4134,5.6041
2010,189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,10,77.69,62.383,9.1058,21.936,23.588,22.829,19.663,44.065,7.5294,12.346,5.7529,8.7532
2010,189,11,81.689,67.258,12.92,24.545,23.216,27.444,24.354,49.743,9.0551,15.897,2.8567,13.455
2010,189,12,78.79,63.852,14.641,24.271,21.516,26.864,26.636,51.687,10.739,16.619,3.246,15.781
2010,189,13,74.502,62.076,14.985,23.987,20.641,27.64,27.049,49.133,12.437,16.951,3.5414,16.539
2010,189,14,63.421,55.144,14.523,23.385,18.225,25.263,26.019,46.466,12.279,16.304,2.4916,16.471
2010,189,15,47.135,42.886,12.197,20.968,14.565,20.546,22.26,39.192,11.058,14.647,5.9169,13.94
2010,189,16,36.256,36.304,9.5273,17.627,12.967,17.03,18.379,33.804,10.751,15.755,5.4989,10.111
2010,189,17,32.494,31.848,10.549,19.633,12.631,18.662,17.889,32.303,10.547,15.279,5.3193,10.755
2010,189,18,23.746,24.617,7.1048,15.297,9.3135,14.49,13.621,24.541,7.3984,10.998,4.4446,8.9461
2010,189,19,13.04,13.002,3.412,9.9442,11.713,8.0687,7.1667,14.433,4.4672,6.775,2.4383,5.1701
2010,189,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,20,2.9148,3.1117,0.71729,3.9206,3.9352,2.0669,1.6751,3.9318,1.7207,2.3349,0.6213,1.4684
2010,189,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,189,5,NA,NA,NA,NA,0.32307,0.17361,NA,NA,NA,NA,NA,NA
2010,189,6,NA,NA,NA,NA,1.2959,0.0048103,0.031667,0.036805,0.030818,0.052566,0.028851,0.024874
2010,189,7,0.2165,NA,NA,0.74504,7.5138,1.2469,0.10931,0.14894,0.10638,0.18145,0.058503,0.085861
2010,189,8,11.786,4.1185,1.1231,9.5648,12.11,5.7785,2.9464,10.397,2.5932,4.3557,1.3503,0.87129
2010,189,9,43.56,27.897,3.7864,16.169,16.857,12.053,8.6262,26.584,4.9697,7.9227,3.2096,3.2191
2010,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,10,36.209,26.628,4.2047,NA,NA,7.7654,9.6308,25.55,6.0571,8.9961,3.718,2.0709
2010,190,11,65.975,50.729,9.0802,NA,NA,18.562,19.681,48.428,9.0414,12.956,3.0634,5.8186
2010,190,12,70.251,54.981,12.857,NA,NA,23.422,23.853,57.112,10.652,17.07,3.8841,9.2616
2010,190,13,71.963,55.187,14.193,NA,22.79,24.635,25.796,61.873,12.969,18.498,5.0403,11.443
2010,190,14,63.921,49.041,13.883,NA,27.138,22.558,25.54,58.46,13.069,18.293,4.997,12.616
2010,190,15,56.932,45.459,13.728,NA,21.627,21.638,24.405,54.139,11.92,17.652,5.3284,12.307
2010,190,16,48.843,40.431,13.129,NA,18.107,20.468,21.784,50.763,11.032,16.669,4.915,12.329
2010,190,17,32.105,26.975,9.1634,NA,11.17,15.718,16.682,38.247,9.4316,14.259,4.608,9.7902
2010,190,18,15.778,11.84,3.6436,32.657,20.044,6.8059,8.1759,20.123,5.3719,8.1568,4.2828,5.0058
2010,190,19,5.2085,3.6761,0.76879,17.548,18.403,1.9543,2.4838,7.2359,2.6444,3.7896,1.8255,1.8185
2010,190,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,20,1.109,0.88508,0.0018322,6.8646,6.8827,0.44006,0.57783,2.017,0.8354,1.4413,0.80036,0.4968
2010,190,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,190,5,NA,0.13203,0.010645,NA,NA,0.25863,0.18626,0.2641,0.18127,0.19306,0.057222,0.47528
2010,190,6,0.227,0.083297,0.014982,NA,NA,0.15236,0.24571,0.31119,0.23913,0.23903,0.13151,0.49425
2010,190,7,0.41243,0.55697,0.0355,NA,NA,0.36705,0.30542,0.63201,0.29724,0.30174,0.16347,0.48714
2010,190,8,0.53804,0.89619,0.0098652,NA,NA,0.28923,0.2516,1.1472,0.057748,0.26381,0.13466,0.21533
2010,190,9,3.406,1.5617,0.57385,25.538,21.449,0.99764,0.66349,3.5077,2.6198,1.2101,0.49997,0.43526
2010,191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,191,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,191,10,53.681,42.63,6.535,11.111,12.492,17.775,24.264,50.131,6.5101,10.946,5.2763,6.0566
2010,191,11,58.037,44.649,9.6794,10.994,11.47,20.985,25.008,47.518,8.7206,14.149,4.3114,7.5855
2010,191,12,53.594,39.97,9.5199,8.4111,18.136,19.76,22.95,43.389,8.559,15.046,3.3214,7.5193
2010,191,13,60.194,44.177,11.52,7.1467,16.958,22.401,26.225,47.788,9.8599,16.932,4.811,9.458
2010,191,14,66.69,47.264,13.288,6.1986,15.343,23.758,27.788,48.665,11.291,18.786,4.7584,11.663
2010,191,15,56.02,43.753,12.776,3.8152,9.8773,22.331,25.515,42.775,10.597,17.937,4.21,11.707
2010,191,16,50.69,37.853,10.748,4.9868,7.1348,20.271,22.707,39.054,9.6002,15.601,3.4588,10.697
2010,191,17,37.398,28.7,9.0797,16.497,11.126,17.294,19.099,31.908,8.6795,12.439,5.4738,9.2213
2010,191,18,28.755,24.625,6.877,18.402,15.279,15.152,15.41,23.494,6.8425,10.593,4.4696,7.832
2010,191,19,17.597,14.451,4.8189,15.814,12.006,9.3163,9.2867,13.737,4.6964,7.431,2.784,5.2229
