zone	site	ID	tag	species	stem	censinyr	growinyr	deathyr	censoryr	postX	postY	localX	localY	x	y	UTMx	UTMy	elev	diam2000	diam2002	diam2003	diam2004	diam2006	diam2009	diam2010	diam2011	fork2006	sex2001	sex2002	sex2004	sex2005	sex2006	sex2007	sex2009	sex2010	sex2011	sex2013	canopy2009	canopy2010	canopy2011	ecd1	ecd2	canarea2013	subplot	damage	damage2009	damage2010	damage2011	DamMatch	coreYr	coreYr2	coreYr3
2	BW	2130	861	ulmuAlat	NA	2000	NA	NA	NA	-90	10	9.8	1	-80.2	11	671866.8061	3983945.763	164.8968	5.9	5.8	NA	5.9	6.2	NA	6.76	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	B	NA	0	NA	NA	NA
2	BW	2131	862	liquStyr	NA	2000	NA	NA	NA	-90	10	7.6	7.5	-82.4	17.5	671863.7142	3983951.889	164.2872	7.3	7.2	NA	7.05	7.1	NA	7.1	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	V	NA	0	NA	NA	NA
2	BW	2133	864	liquStyr	NA	2000	NA	NA	NA	-90	10	7	4	-83	14	671863.6122	3983948.339	164.2872	15.8	16.2	NA	17.2	19.7	NA	22.11	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	2004	NA	NA
2	BW	2135	866	liquStyr	NA	2000	NA	NA	NA	-90	10	6.2	5.1	-83.8	15.1	671862.6655	3983949.316	164.2872	4.8	4.8	NA	4.9	5.3	NA	5.72	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2140	870	liquStyr	NA	2000	NA	NA	NA	-90	10	4	2.5	-86	12.5	671860.8528	3983946.433	164.2872	14.1	13.8	NA	13.7	14	NA	14.23	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2141	871	pinuVirg	NA	2000	NA	NA	NA	-90	10	2.9	3.5	-87.1	13.5	671859.6232	3983947.268	164.2872	42.4	42.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2142.01	872	liquStyr	2	NA	2006	NA	NA	-90	10	3.5	4	-86.5	14	671860.1469	3983947.847	164.2872	NA	NA	NA	NA	2	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	NA	NA	NA	NA
2	BW	2143	873	ulmuAlat	NA	2000	NA	NA	NA	-90	10	2.8	4	-87.2	14	671859.4539	3983947.749	164.2872	1.4	1.4	NA	1.4	1.42	NA	1.43	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	U	NA	0	NA	NA	NA
2	BW	2144	874	liquStyr	NA	2000	NA	NA	NA	-90	10	1.8	4.3	-88.2	14.3	671858.4216	3983947.906	164.2872	12.6	13.1	NA	13.3	14.3	NA	15.39	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2145	876	liquStyr	NA	2000	NA	NA	NA	-90	10	1.9	5.1	-88.1	15.1	671858.4082	3983948.712	164.2872	6.5	6.6	NA	6.7	7.1	NA	7.61	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2146	877	liquStyr	NA	2000	NA	NA	NA	-90	10	2.5	5.5	-87.5	15.5	671858.946	3983949.192	164.2872	1.1	1	NA	1.25	1.68	NA	1.71	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2147	878	ulmuAlat	NA	2000	NA	NA	NA	-90	10	3	5.5	-87	15.5	671859.441	3983949.262	164.2872	1.1	1.3	NA	1.5	2.29	NA	2.61	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2149	880	liquStyr	NA	2000	NA	NA	NA	-90	10	3.6	7.1	-86.4	17.1	671859.8102	3983950.931	164.2872	14.4	14.9	NA	14.4	14.8	NA	15	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2150	881	liquStyr	NA	2000	NA	NA	NA	-90	10	3.4	8.1	-86.6	18.1	671859.4716	3983951.893	164.2872	1.8	1.9	NA	1.9	2.03	NA	2.25	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2140.1	1398	ulmuAlat	NA	NA	2004	NA	NA	-90	10	5.5	1.4	-84.5	11.4	671862.4925	3983945.554	164.592	NA	NA	NA	4.6	6	NA	7.15	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	11548	6222	ulmaUNKN	NA	NA	2010	NA	NA	-90	10	8	8	-82	18	671864.04	3983952.44	164.2872	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	D	ND	NA	ND	NA	0	NA	NA	NA
2	BW	11549	6223	ulmuAlat	NA	NA	2006	NA	NA	-90	10	4	2	-86	12	671860.9231	3983945.938	164.2872	NA	NA	NA	NA	2	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	2610	13	cornFlor	NA	2000	NA	NA	NA	-80	10	3.3	0.3	-76.7	10.3	671870.3697	3983945.562	164.8968	9	8.6	NA	8.5	8.5	NA	8.5	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	"L,F"	NA	0	NA	NA	NA
2	BW	2126	857	liquStyr	NA	2000	NA	NA	NA	-80	10	0	7.9	-80	17.9	671866.0342	3983952.622	164.592	14	14.4	NA	14.7	15.6	NA	16.88	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4181	687	caryTome	NA	2000	NA	NA	NA	-50	10	8	9.5	-42	19.5	671902.2549	3983958.518	166.116	6.2	6.5	NA	6.9	7.6	NA	8.45	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4960	655	moruRubr	NA	2000	NA	NA	NA	-40	10	4.5	9	-35.5	19	671908.7521	3983959.053	166.4208	2.9	3.1	NA	3	4.05	NA	4.6	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4961	656	cornFlor	NA	2000	NA	NA	NA	-40	10	5	8	-35	18	671909.4041	3983958.145	166.4208	1.2	1.1	NA	1.1	1.53	NA	1.68	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4962	657	ulmuAlat	NA	2000	NA	NA	NA	-40	10	5	8	-35	18	671909.4041	3983958.145	166.4208	5	5.1	NA	5.4	5.7	NA	6.75	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4963	658	acerRubr	NA	2000	NA	NA	NA	-40	10	5	6.5	-35	16.5	671909.6417	3983956.664	166.7256	1	1	NA	1	1.32	NA	1.48	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4966	661	acerRubr	NA	2000	NA	NA	NA	-40	10	5.5	5	-34.5	15	671910.3729	3983955.262	166.7256	1.2	1.2	NA	1.2	1.44	NA	1.55	NA	NA	NA	NA	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4967	662	caryTome	NA	2000	NA	NA	NA	-40	10	6	5.5	-34	15.5	671910.7874	3983955.835	166.7256	1.2	1.1	NA	1.1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	4968	663	acerRubr	NA	2000	NA	NA	NA	-40	10	7	4	-33	14	671912.0123	3983954.512	166.7256	1.5	1.7	NA	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	4969	664	liquStyr	NA	2000	NA	NA	NA	-40	10	6	6.5	-34	16.5	671910.629	3983956.822	166.7256	21.4	21.5	NA	21.6	22	NA	22.8	NA	NA	NA	NA	un	un	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4970	665	juniVirg	NA	2000	NA	NA	NA	-40	10	8.5	6	-31.5	16	671913.1767	3983956.725	167.0304	1.3	1.3	NA	1.4	1.5	NA	1.91	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	D	NA	ND	NA	0	NA	NA	NA
3	BW	4974	668	cercCana	NA	2000	NA	NA	NA	-40	10	8.5	5	-31.5	15	671913.335	3983955.737	167.0304	1.4	1.3	NA	1.45	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	ND	NA	NA	NA	0	NA	NA	NA
3	BW	4976	670	cornFlor	NA	2000	NA	NA	NA	-40	10	8	1	-32	11	671913.4747	3983951.708	167.3352	9.4	9.3	NA	9.3	9.6	NA	9.6	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4977	671	cornFlor	NA	2000	NA	NA	NA	-40	10	7	0	-33	10	671912.6456	3983950.563	167.0304	1.2	1.1	NA	1.2	1.3	NA	1.36	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4978	672	ulmuAlat	NA	2000	NA	NA	NA	-40	10	5.5	0	-34.5	10	671911.1645	3983950.325	167.0304	1.6	1.6	NA	1.7	2	NA	2.29	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4979	673	juniVirg	NA	2000	NA	NA	NA	-40	10	5	1.5	-35	11.5	671910.4333	3983951.727	167.0304	2.1	2.1	NA	2.3	2.8	NA	3.1	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4981	675	cornFlor	NA	2000	NA	NA	NA	-40	10	1.5	2.6	-38.5	12.6	671906.8033	3983952.259	166.7256	2.4	2.3	NA	2.4	2.3	NA	2.44	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4982	676	ulmuAlat	NA	2000	NA	NA	NA	-40	10	1.6	2.5	-38.4	12.5	671906.9179	3983952.176	166.7256	2.3	2.3	NA	2.6	3.1	NA	3.43	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4986	680	liquStyr	NA	2000	NA	NA	NA	-40	10	4	0	-36	10	671909.6835	3983950.088	167.0304	42.4	43	NA	43.3	44.5	NA	46.25	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	2006	NA	NA
3	BW	4988	682	cornFlor	1	2000	NA	NA	NA	-40	10	2.5	5.5	-37.5	15.5	671907.3315	3983955.281	166.7256	5.7	5.8	NA	5.85	5.9	NA	6.2	NA	NA	r	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4992	684	cornFlor	NA	2000	NA	NA	NA	-40	10	0.5	8	-39.5	18	671904.9609	3983957.433	166.7256	1.6	1.7	NA	1.75	1.7	NA	2	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4993	685	liquStyr	NA	2000	NA	NA	NA	-40	10	0.5	8.5	-39.5	18.5	671904.8817	3983957.926	166.7256	36.4	37	NA	36.9	37.7	NA	38.85	NA	NA	NA	un	un	r	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4994	686	caryTome	NA	2000	NA	NA	NA	-40	10	1	8.5	-39	18.5	671905.3754	3983958.005	166.116	1.6	1.6	NA	1.65	1.64	NA	1.73	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4975	4111	cornFlor	NA	2000	NA	NA	NA	-40	10	9	4.5	-31	14.5	671913.9079	3983955.323	167.0304	2.3	2.4	NA	2.7	2.9	NA	3.25	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	11708	4112	cornFlor	NA	NA	2010	NA	NA	-40	10	3.5	7.5	-36.5	17.5	671908.0022	3983957.414	166.7256	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4964	4113	caryTome	NA	2000	NA	NA	NA	-40	10	5	6	-35	16	671909.7208	3983956.17	166.7256	3.3	3.3	NA	3.5	4.07	NA	4.4	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	11709	4128	cornFlor	NA	NA	2010	NA	NA	-40	10	9	9	-31	19	671913.1953	3983959.766	166.4208	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	4990.01	6506	cornFlor	NA	NA	2006	NA	NA	-40	10	4	5	-36	15	671908.8918	3983955.025	166.7256	NA	NA	NA	NA	3	NA	3.35	NA	N	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	NA	NA	NA	NA
3	BW	11739	342	pinuEchi	NA	2010	NA	NA	NA	-30	10	0	9.6	-30	19.6	671914.0877	3983960.517	166.4208	NA	NA	NA	NA	NA	NA	32.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	r	NA	NA	NA	2	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5526	384	ulmuAlat	NA	2000	NA	NA	NA	-30	10	0	0	-30	10	671915.6078	3983951.038	167.3352	0.8	0.8	NA	1	1.12	NA	1.38	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5527	385	liquStyr	NA	2000	NA	NA	NA	-30	10	1	0	-29	10	671916.5952	3983951.196	167.3352	19.3	19.6	NA	19.6	20.8	NA	21.6	NA	NA	NA	NA	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	2009	NA	NA
3	BW	5528	386	acerRubr	1	2000	NA	NA	NA	-30	10	1.5	0	-28.5	10	671917.0888	3983951.275	167.3352	17.4	17.5	NA	17.9	19.3	NA	20.5	NA	NA	un	m	un	r	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	O	ND	NA	ND	NA	0	2006	NA	NA
3	BW	5531	387	acerRubr	NA	2000	NA	NA	NA	-30	10	4	1.5	-26	11.5	671919.3198	3983953.152	167.3352	3.4	3.75	NA	4.1	4.6	NA	5.45	NA	NA	NA	NA	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5535	390	caryTome	NA	2000	NA	NA	NA	-30	10	1.5	2.5	-28.5	12.5	671916.693	3983953.744	167.0304	1.9	2	NA	2.1	2.36	NA	2.45	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5537	392	prunSero	NA	2000	NA	NA	NA	-30	10	0.5	3	-29.5	13	671915.6265	3983954.079	167.0304	1.1	1.2	NA	1.5	2.26	NA	2.56	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5538	393	caryTome	NA	2000	NA	NA	NA	-30	10	0	3.5	-30	13.5	671915.0536	3983954.494	167.0304	1.3	1.4	NA	1.5	1.74	NA	1.69	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5540	395	caryTome	NA	2000	NA	NA	NA	-30	10	1	4	-29	14	671915.9618	3983955.146	167.0304	1.1	1	NA	1.3	1.61	NA	2.12	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5544	399	pinuTaed	NA	2000	NA	NA	NA	-30	10	4	5	-26	15	671918.7656	3983956.608	167.0304	56.7	57	NA	56.45	57.1	NA	56.9	NA	NA	r	un	un	r	NA	NA	NA	r	NA	NA	NA	2	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5549	402	liquStyr	NA	2000	NA	NA	NA	-30	10	9	3.5	-21	13.5	671923.9401	3983955.919	167.3352	40.4	40.8	NA	41.3	43.2	NA	45.2	NA	NA	NA	r	un	r	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	O	ND	NA	ND	NA	0	2006	NA	NA
3	BW	5551	404	caryTome	NA	2000	NA	NA	NA	-30	10	8	2.5	-22	12.5	671923.111	3983954.773	167.3352	1.6	1.6	NA	1.6	1.73	NA	1.87	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5552	405	acerRubr	NA	2000	NA	NA	NA	-30	10	7.5	3	-22.5	13	671922.5381	3983955.187	167.3352	0.8	0.8	NA	0.8	1.06	NA	1.33	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	D	NA	ND	NA	0	NA	NA	NA
3	BW	5555	408	acerRubr	NA	2000	NA	NA	NA	-30	10	9	4.8	-21	14.8	671923.7342	3983957.202	167.3352	3.9	3	NA	3	3.3	NA	3.29	NA	NA	NA	NA	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5556	409	acerRubr	NA	2000	NA	NA	NA	-30	10	8.5	5.5	-21.5	15.5	671923.1297	3983957.814	167.3352	10	10.6	NA	12	14.1	NA	16	NA	NA	NA	r	un	r	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5560	413	acerRubr	1	2000	NA	NA	NA	-30	10	6	9	-24	19	671920.107	3983960.874	167.0304	4.8	5.15	NA	6.1	7.2	NA	8.1	NA	NA	NA	NA	un	r	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5566	418	cornFlor	NA	2000	NA	NA	NA	-30	10	0	7.5	-30	17.5	671914.4202	3983958.443	166.4208	2.1	2.1	NA	2.85	2.76	NA	3.13	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5542	4108	caryTome	NA	2000	NA	NA	NA	-30	10	0.7	5.3	-29.3	15.3	671915.4598	3983956.382	167.0304	2.4	2.4	NA	2.55	2.98	NA	2.92	NA	NA	NA	un	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5558	4109	nyssSylv	NA	2000	NA	NA	NA	-30	10	7	5	-23	15	671921.7278	3983957.083	167.3352	4	4.1	NA	3.95	4.2	NA	4.27	NA	NA	NA	un	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5557	4110	acerRubr	NA	2000	NA	NA	NA	-30	10	8	5	-22	15	671922.7152	3983957.241	167.3352	2	2.15	NA	2.35	2.9	NA	3.2	NA	NA	NA	NA	un	n	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5559	4129	acerRubr	NA	2000	NA	NA	NA	-30	10	8	8.5	-22	18.5	671922.161	3983960.697	167.0304	3.6	4.05	NA	4.8	6.2	NA	7.1	NA	NA	NA	NA	un	r	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5549.1	6377	caryTome	NA	NA	2006	NA	NA	-30	10	8.5	2.5	-21.5	12.5	671923.6047	3983954.852	167.3352	NA	NA	NA	NA	1.56	NA	1.64	NA	N	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	NA	NA	NA	NA
3	BW	5554.1	6378	caryTome	2	NA	2004	NA	NA	-30	10	8.5	4.5	-21.5	14.5	671923.288	3983956.827	167.3352	NA	NA	NA	0.7	1.29	NA	1.65	NA	NA	NA	NA	un	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	5566.1	6379	acerRubr	NA	NA	2006	NA	NA	-30	10	1	7	-29	17	671915.4868	3983958.108	166.4208	NA	NA	NA	NA	1.41	NA	1.66	NA	N	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	NA	NA	NA	NA
3	BW	4973	6503	caryTome	NA	2000	NA	NA	NA	-30	10	0	5	-30	15	671914.8161	3983955.975	167.0304	0.9	0.9	NA	0.9	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	11761	419	acerRubr	2	NA	2010	NA	NA	-20	10	1	1	-19	11	671926.3107	3983953.767	167.3352	NA	NA	NA	NA	NA	NA	3.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	6107	420	acerRubr	NA	2000	NA	NA	NA	-20	10	1.5	0.5	-18.5	10.5	671926.8835	3983953.352	167.3352	0.6	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	2009	NA	NA
3	BW	6108	421	acerRubr	NA	2000	NA	NA	NA	-20	10	2	0.5	-18	10.5	671927.3772	3983953.431	167.3352	0.8	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6109	422	acerRubr	NA	2000	NA	NA	NA	-20	10	2.5	0.5	-17.5	10.5	671927.8709	3983953.511	167.3352	0.8	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6110	423	ulmuAlat	NA	2000	NA	NA	NA	-20	10	4	1	-16	11	671929.2728	3983954.242	167.3352	0.7	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6112	425	acerRubr	NA	2000	NA	NA	NA	-20	10	4.3	3	-15.7	13	671929.2524	3983956.264	167.3352	1.1	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6113	426	acerRubr	NA	2000	NA	NA	NA	-20	10	4	3	-16	13	671928.9561	3983956.217	167.3352	1.5	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6117	430	acerRubr	1	2000	NA	NA	NA	-20	10	1.5	7	-18.5	17	671925.8543	3983959.77	167.3352	8	8.4	NA	8.6	10	NA	11.5	NA	NA	NA	r	un	r	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
3	BW	6120	432	ulmuAlat	NA	2000	NA	NA	NA	-20	10	3.5	5.3	-16.5	15.3	671928.0983	3983958.408	167.3352	1.8	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6121	433	acerRubr	NA	2000	NA	NA	NA	-20	10	2.5	7	-17.5	17	671926.8417	3983959.929	167.3352	0.9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	6123	435	ulmuAlat	NA	2000	NA	NA	NA	-20	10	2	9	-18	19	671926.0314	3983961.824	167.3352	1.2	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
