zone	site	ID	tag	species	stem	censinyr	growinyr	deathyr	censoryr	postX	postY	localX	localY	x	y	UTMx	UTMy	elev	diam2000	diam2002	diam2003	diam2004	diam2006	diam2009	diam2010	diam2011	fork2006	sex2001	sex2002	sex2004	sex2005	sex2006	sex2007	sex2009	sex2010	sex2011	sex2013	canopy2009	canopy2010	canopy2011	ecd1	ecd2	canarea2013	subplot	damage	damage2009	damage2010	damage2011	DamMatch	coreYr	coreYr2	coreYr3
3	BW	9719.1	6719	liquStyr	1	2000	NA	2000	NA	80	20	7	0.4	87	20.4	672029.4851	3983979.832	168.2496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	NA	NA	NA	NA
3	BW	3797.01	261	cornFlor	1	2000	NA	2000	NA	-60	60	2	3.5	-58	63.5	671879.4899	3983999.429	163.6776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	O	ND	NA	ND	NA	0	NA	NA	NA
2	BW	3262	919	querUNKN	NA	2000	NA	2001	2002	-60	-70	9	0.8	-51	-69.2	671906.9892	3983870.463	173.1264	34.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	71	2002	NA	NA
2	BW	1606	6052	liquStyr	1	2000	NA	2002	2002	-100	-30	6.3	0.5	-93.7	-29.5	671859.1328	3983903.767	166.7256	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	20	2002	NA	NA
2	BW	2561	886	liquStyr	NA	2000	NA	2002	2002	-90	-30	3	7.9	-87	-22.1	671864.7261	3983912.036	166.7256	26.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	61	2002	NA	NA
2	BW	478	625	liquStyr	NA	2000	NA	2002	2002	-130	10	0.8	9	-129.2	19	671817.168	3983946.796	161.544	42.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G	ND	NA	NA	NA	1	2002	NA	NA
1	BW	6572	605	querUNKN	NA	2000	NA	2002	NA	-10	-200	7.2	0	-2.8	-200	671973.096	3983747.737	184.7088	19.7	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7897	857	querAlba	NA	2000	NA	2002	NA	10	-200	2	2	12	-198	671987.4679	3983751.797	185.928	14.5	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7928	886	querAlba	NA	2000	NA	2002	NA	20	-200	6.7	7.2	26.7	-192.8	672001.2911	3983759.012	185.928	8.4	8.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6600	567	caryUNKN	NA	2000	NA	2002	NA	0	-190	5.6	7.7	5.6	-182.3	671978.9247	3983766.442	184.404	8.2	8.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6603	739	caryTome	1	2000	NA	2002	NA	0	-190	1.2	3.2	1.2	-186.8	671975.2009	3983761.368	184.7088	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7963	532	caryGlab	NA	2000	NA	2002	NA	10	-190	0.7	5.1	10.7	-184.9	671984.3395	3983764.585	184.7088	20.8	20.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7967	536	querAlba	NA	2000	NA	2002	NA	10	-190	4	2.5	14	-187.5	671987.9722	3983762.474	185.6232	7	7.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7977	545	acerRubr	1	2000	NA	2002	NA	20	-190	7.6	8.1	27.6	-181.9	672000.65	3983769.93	185.3184	1.5	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	5219	618	cornFlor	2	2000	NA	2002	NA	-40	-180	4	3.5	-36	-176.5	671936.9224	3983766.337	181.0512	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	5740	947	cornFlor	NA	2000	NA	2002	NA	-30	-180	3.7	8.5	-26.3	-171.5	671945.8233	3983772.651	181.6608	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6625	586	cornFlor	NA	2000	NA	2002	NA	-10	-180	3	2	-7	-178	671965.8454	3983768.928	183.7944	1.8	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6633	593	cornFlor	NA	2000	NA	2002	NA	-10	-180	1.6	9.7	-8.4	-170.3	671963.3769	3983776.355	182.5752	5.2	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6636	596	cornFlor	1	2000	NA	2002	NA	-10	-180	5.4	7.1	-4.6	-172.9	671967.5047	3983774.315	183.1848	5.2	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6640	598	cornFlor	NA	2000	NA	2002	NA	-10	-180	7.1	5.5	-2.9	-174.5	671969.4127	3983772.97	183.4896	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6589	557	cornFlor	NA	2000	NA	2002	NA	0	-180	8	1.2	8	-178.8	671980.8089	3983770.245	184.404	1.1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6590	558	cornFlor	1	2000	NA	2002	NA	0	-180	6.5	1.6	6.5	-178.4	671979.2676	3983770.43	183.7944	4.2	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6591	558	cornFlor	2	2000	NA	2002	NA	0	-180	6.5	1.6	6.5	-178.4	671979.2676	3983770.43	183.7944	1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7952	523	acerRubr	NA	2000	NA	2002	NA	10	-180	7	2.5	17	-177.5	671989.5368	3983772.797	185.0136	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7936	507	acerRubr	NA	2000	NA	2002	NA	20	-180	8.2	1	28.2	-179	672000.8365	3983772.886	185.3184	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	5790	739	acerRubr	NA	2000	NA	2002	NA	-20	-170	0.6	2.3	-19.4	-167.7	671952.1207	3983777.383	181.6608	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6745	879	cornFlor	NA	2000	NA	2002	NA	-10	-170	3.5	5	-6.5	-165	671964.5131	3983781.869	182.2704	3.2	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6762	892	cornFlor	NA	2000	NA	2002	NA	0	-170	1.8	8.5	1.8	-161.5	671972.2387	3983786.501	182.88	6.2	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	8015	921	cornFlor	NA	2000	NA	2002	NA	10	-170	0.2	4.5	10.2	-165.5	671981.1176	3983783.722	183.7944	1.2	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	8021	926	oxydArbo	1	2000	NA	2002	NA	10	-170	6	2	16	-168	671987.2114	3983782.062	184.404	5.2	5.1	NA	4.7	5.9	6.8	NA	NA	NA	NA	un	un	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	5243	640	juniVirg	NA	2000	NA	2002	NA	-40	-160	9.5	6	-30.5	-154	671939.2052	3983789.387	180.1368	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	5275	673	pinuTaed	NA	2000	NA	2002	NA	-40	-160	1	7.9	-39	-152.1	671930.5225	3983790.073	179.5272	27.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	5759	709	querRubr	NA	2000	NA	2002	NA	-20	-160	4.1	3.5	-15.9	-156.5	671954.0117	3983788.964	180.7464	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6736	807	cornFlor	NA	2000	NA	2002	NA	-10	-160	4	2.5	-6	-157.5	671963.9539	3983789.365	181.6608	3.7	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6661	807	cornFlor	NA	2000	NA	2002	NA	0	-160	6.5	4.8	6.5	-155.2	671976.0065	3983793.399	182.2704	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	7995	905	cornFlor	NA	2000	NA	2002	NA	10	-160	7.7	7.5	17.7	-152.5	671986.7158	3983797.647	183.1848	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6698	836	cercCana	4	2000	NA	2002	NA	0	-150	3.1	5.2	3.1	-144.8	671971.1785	3983803.218	181.0512	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
1	BW	6699	837	querAlba	NA	2000	NA	2002	NA	0	-150	1.8	4	1.8	-146	671970.06	3983801.847	181.0512	1.7	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4513	51	cornFlor	NA	2000	NA	2002	NA	-40	-140	5.3	9.5	-34.7	-130.5	671931.7437	3983812.063	178.0032	2.3	2.2	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3150	195	cercCana	1	2000	NA	2002	NA	-70	-130	1.1	9.8	-68.9	-120.2	671896.4355	3983817.454	175.8696	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3110	159	cercCana	NA	2000	NA	2002	NA	-60	-130	6.5	2.5	-53.5	-127.5	671912.7087	3983812.391	176.784	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3120	168	cornFlor	NA	2000	NA	2002	NA	-60	-130	0.6	7.2	-59.4	-122.8	671906.2066	3983816.215	176.1744	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4555	93	cornFlor	NA	2000	NA	2002	NA	-50	-130	9.7	1.8	-40.3	-128.2	671925.876	3983813.553	177.6984	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	4562	97	ulmaUNKN	NA	2000	NA	2002	NA	-50	-130	6	2.9	-44	-127.1	671922.0581	3983814.122	177.3936	5.5	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	4541	79	cornFlor	NA	2000	NA	2002	NA	-40	-130	2.8	7.2	-37.2	-122.8	671928.1862	3983819.335	177.6984	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4543	81	cornFlor	NA	2000	NA	2002	NA	-40	-130	1.2	3.7	-38.8	-126.3	671927.0941	3983815.645	177.6984	2.9	2.8	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1383	255	cornFlor	NA	2000	NA	2002	NA	-110	-120	5.2	8	-104.8	-112	671859.7393	3983820.526	172.8216	1.4	1.4	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1385	257	cornFlor	NA	2000	NA	2002	NA	-110	-120	3.9	7.6	-106.1	-112.4	671858.5084	3983819.947	172.8216	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1400	271	liquStyr	1	2000	NA	2002	NA	-110	-120	6.4	6.5	-103.6	-113.5	671861.1382	3983819.21	172.8216	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2196	370	cornFlor	NA	2000	NA	2002	NA	-80	-120	8	5	-72	-115	671892.6353	3983822.166	174.9552	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3101	150	fraxAmer	NA	2000	NA	2002	NA	-60	-120	9.2	5.4	-50.8	-114.6	671913.5686	3983825.542	176.1744	12.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4481	22	caryUNKN	NA	2000	NA	2002	NA	-40	-120	0.7	4.9	-39.3	-115.1	671925.0247	3983826.664	176.784	3.1	2.8	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1369	242	prunSero	NA	2000	NA	2002	NA	-110	-110	1.8	9.2	-108.2	-100.8	671854.7988	3983831.137	171.9072	10.8	10.7	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1412	283	cornFlor	NA	2000	NA	2002	NA	-100	-110	1.9	2.5	-98.1	-107.5	671865.7402	3983825.923	173.1264	2	2	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	D	NA	NA	NA	0	NA	NA	NA
2	BW	3221	477	juniVirg	NA	2000	NA	2002	NA	-70	-110	4.9	5	-65.1	-105	671898.0612	3983833.037	174.6504	6.6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4491	30	cornFlor	NA	2000	NA	2002	NA	-40	-110	7.7	0	-32.3	-110	671931.2384	3983832.697	176.784	1.6	1.7	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4649	551	cornFlor	NA	2000	NA	2002	NA	-40	-110	0.6	4.4	-39.4	-105.6	671923.5904	3983836.055	176.4792	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1361	234	querUNKN	NA	2000	NA	2002	NA	-120	-100	9	3.8	-111	-96.2	671851.38	3983835.298	171.6024	34	33.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1372	245	cornFlor	NA	2000	NA	2002	NA	-110	-100	4	3	-106	-97	671856.4428	3983835.209	171.9072	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1437	302	cornFlor	NA	2000	NA	2002	NA	-100	-100	2	2.1	-98	-97.9	671864.4899	3983835.442	172.8216	1.8	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1444	309	cornFlor	NA	2000	NA	2002	NA	-100	-100	3.2	6.5	-96.8	-93.5	671865.0595	3983839.967	172.5168	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1452	317	unknUNKN	NA	2000	NA	2002	NA	-100	-100	5.8	8.7	-94.2	-91.3	671867.3244	3983842.511	172.212	17.3	16.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4684	582	querAlba	NA	2000	NA	2002	NA	-50	-100	6.1	7.5	-43.9	-92.5	671917.2937	3983848.393	174.9552	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5893	623	cornFlor	NA	2000	NA	2002	NA	-30	-100	7	3.1	-23	-96.9	671938.6047	3983846.974	176.784	0.8	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5957	684	cercCana	2	2000	NA	2002	NA	-20	-100	4.9	2.5	-15.1	-97.5	671946.5106	3983847.491	177.3936	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5936	665	cornFlor	NA	2000	NA	2002	NA	-10	-100	8.5	1	-1.5	-99	671960.1864	3983847.917	178.308	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5944	671	cercCana	2	2000	NA	2002	NA	-10	-100	2.3	5	-7.7	-95	671953.4857	3983851.006	177.3936	1.7	1.9	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5945	671	cercCana	3	2000	NA	2002	NA	-10	-100	2.3	5	-7.7	-95	671953.4857	3983851.006	177.3936	0.8	0.9	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	1516	143	cornFlor	NA	2000	NA	2002	NA	-110	-90	1	5.5	-109	-84.5	671851.7156	3983847.163	171.2976	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2343	68	acerRubr	1	2000	NA	2002	NA	-100	-90	9.4	9.3	-90.6	-80.7	671869.3988	3983853.511	171.6024	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	r	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1454	319	cornFlor	NA	2000	NA	2002	NA	-100	-90	6.1	0	-93.9	-90	671867.4387	3983843.84	172.212	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2320	45	nyssSylv	NA	2000	NA	2002	NA	-90	-90	8.5	0.4	-81.5	-89.6	671879.6594	3983845.979	172.8216	6.2	6	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3321	973	querUNKN	NA	2000	NA	2002	NA	-70	-90	0.5	7.2	-69.5	-82.8	671890.5844	3983854.398	172.8216	23.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	77	NA	NA	NA
2	BW	3303	956	querRubr	1	2000	NA	2002	NA	-60	-90	5	2.5	-55	-87.5	671905.6011	3983851.783	174.0408	28.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4750	883	cornFlor	NA	2000	NA	2002	NA	-50	-90	4	2.1	-46	-87.9	671914.568	3983852.652	174.9552	9.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4729	864	cercCana	2	2000	NA	2002	NA	-40	-90	8	4.2	-32	-85.8	671928.1338	3983856.699	175.26	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	4739	873	cercCana	1	2000	NA	2002	NA	-40	-90	2.1	8.2	-37.9	-81.8	671921.7302	3983859.83	174.9552	3.3	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	6105	822	cornFlor	NA	2000	NA	2002	NA	-30	-90	7	8.5	-23	-81.5	671936.4401	3983862.221	175.5648	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1542	166	cornFlor	NA	2000	NA	2002	NA	-120	-80	2.4	2.5	-117.6	-77.5	671842.217	3983852.884	170.3832	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1581	204	querAlba	NA	2000	NA	2002	NA	-110	-80	6.1	8.2	-103.9	-71.8	671854.9798	3983860.454	170.0784	6.7	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1585	208	cornFlor	NA	2000	NA	2002	NA	-110	-80	9.1	1.5	-100.9	-78.5	671858.8918	3983854.242	171.2976	2.9	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
